"","DB_identifier","Sec_identifier","GeneSymbol","Transcript_DB_identifier","Transcript_length","Organism name","log_FC","num_assign","log10_FC"
"4382","FBgn0030770","CG13010","CG13010","FBtr0074373",681,"Drosophila melanogaster",0,1995,0
"4383","FBgn0261245","CG13011","sing","FBtr0074318",2271,"Drosophila melanogaster",0,1996,0
"4384","FBgn0030769","CG13012","CG13012","FBtr0290216",733,"Drosophila melanogaster",-0.41380684575298,1997,-0.124568272982745
"4385","FBgn0030769","CG13012","CG13012","FBtr0335279",1234,"Drosophila melanogaster",0.337650445262627,1997,0.10164291207335
"4386","FBgn0030769","CG13012","CG13012","FBtr0335280",740,"Drosophila melanogaster",-0.400094773370478,1997,-0.120440527892897
"4387","FBgn0030769","CG13012","CG13012","FBtr0335281",1199,"Drosophila melanogaster",0.296139709527433,1997,0.0891469354749757
"4388","FBgn0030759","CG13014","CG13014","FBtr0074282",1058,"Drosophila melanogaster",0,1998,0
"4389","FBgn0033899","CG13016","CG13016","FBtr0087519",1475,"Drosophila melanogaster",0,1999,0
"4390","FBgn0040751","CG13018","CG13018","FBtr0087581",379,"Drosophila melanogaster",0,2000,0
"4391","FBgn0029669","CG13021","CG13021","FBtr0070570",597,"Drosophila melanogaster",-0.0168176180602728,2001,-0.00506260749176279
"4392","FBgn0029669","CG13021","CG13021","FBtr0070571",611,"Drosophila melanogaster",0.0166238304936517,2001,0.00500427162142225
"4393","FBgn0036679","CG13022","CG13022","FBtr0273313",623,"Drosophila melanogaster",0,2002,0
"4394","FBgn0036677","CG13023","CG13023","FBtr0075307",1792,"Drosophila melanogaster",-0.161311871137604,2003,-0.0485597118691015
"4395","FBgn0036677","CG13023","CG13023","FBtr0345805",2216,"Drosophila melanogaster",0.145075372853981,2003,0.043672038861184
"4396","FBgn0036665","CG13024","CG13024","FBtr0273320",1409,"Drosophila melanogaster",-0.118388495248567,2004,-0.0356384882113412
"4397","FBgn0036665","CG13024","CG13024","FBtr0305913",1650,"Drosophila melanogaster",0.109405917574975,2004,0.0329344628932087
"4398","FBgn0036660","CG13025","CG13025","FBtr0075346",3145,"Drosophila melanogaster",0.227600712339209,2005,0.0685146414485911
"4399","FBgn0036660","CG13025","CG13025","FBtr0333610",2227,"Drosophila melanogaster",-0.270357746639654,2005,-0.0813857912986586
"4400","FBgn0036656","CG13026","CG13026","FBtr0299542",599,"Drosophila melanogaster",-0.760851819283753,2006,-0.22903921985992
"4401","FBgn0036656","CG13026","CG13026","FBtr0345347",1431,"Drosophila melanogaster",0.495543944654129,2006,0.149173591510545
"4402","FBgn0036681","CG13027","Obp73a","FBtr0113177",842,"Drosophila melanogaster",0.0311758958831767,2007,0.00938487980253377
"4403","FBgn0036681","CG13027","Obp73a","FBtr0445839",806,"Drosophila melanogaster",-0.031864498655251,2007,-0.00959216989202494
"4404","FBgn0036676","CG13028","CG13028","FBtr0075261",743,"Drosophila melanogaster",0,2008,0
"4405","FBgn0036670","CG13029","CG13029","FBtr0075336",1047,"Drosophila melanogaster",0.365821724127629,2009,0.11012331202793
"4406","FBgn0036670","CG13029","CG13029","FBtr0332702",578,"Drosophila melanogaster",-0.491298320302501,2009,-0.147895531230383
"4407","FBgn0024912","CG1303","agt","FBtr0081697",693,"Drosophila melanogaster",-0.520390499425073,2010,-0.156653149785507
"4408","FBgn0024912","CG1303","agt","FBtr0347362",1295,"Drosophila melanogaster",0.38163434101163,2010,0.114883384019957
"4409","FBgn0259794","CG13030","sinah","FBtr0301683",1450,"Drosophila melanogaster",0,2011,0
"4410","FBgn0036655","CG13031","CG13031","FBtr0075319",460,"Drosophila melanogaster",0,2012,0
"4411","FBgn0036652","CG13032","CG13032","FBtr0075316",2187,"Drosophila melanogaster",0,2013,0
"4412","FBgn0036638","CG13033","CG13033","FBtr0075400",828,"Drosophila melanogaster",0,2014,0
"4413","FBgn0040795","CG13038","CG13038","FBtr0075429",509,"Drosophila melanogaster",0,2015,0
"4414","FBgn0036609","CG13039","CG13039","FBtr0075430",706,"Drosophila melanogaster",0,2016,0
"4415","FBgn0031141","CG1304","CG1304","FBtr0077271",893,"Drosophila melanogaster",0,2017,0
"4416","FBgn0036608","CG13040","CG13040","FBtr0075431",659,"Drosophila melanogaster",-0.65684528389616,2018,-0.197730132963168
"4417","FBgn0036608","CG13040","CG13040","FBtr0310461",1419,"Drosophila melanogaster",0.44967893515634,2018,0.135366847900297
"4418","FBgn0036605","CG13041","CG13041","FBtr0075432",513,"Drosophila melanogaster",0,2019,0
"4419","FBgn0036602","CG13042","CG13042","FBtr0075433",571,"Drosophila melanogaster",0,2020,0
"4420","FBgn0036600","CG13043","CG13043","FBtr0075434",646,"Drosophila melanogaster",0,2021,0
"4421","FBgn0036599","CG13044","CG13044","FBtr0075470",624,"Drosophila melanogaster",0,2022,0
"4422","FBgn0036596","CG13045","CG13045","FBtr0306796",1182,"Drosophila melanogaster",0,2023,0
"4423","FBgn0036595","CG13046","CG13046","FBtr0289963",781,"Drosophila melanogaster",0,2024,0
"4424","FBgn0036594","CG13047","CG13047","FBtr0289964",639,"Drosophila melanogaster",0,2025,0
"4425","FBgn0036593","CG13048","CG13048","FBtr0075475",860,"Drosophila melanogaster",-0.0695902721850743,2026,-0.0209487593341278
"4426","FBgn0036593","CG13048","CG13048","FBtr0333561",945,"Drosophila melanogaster",0.0663873973339015,2026,0.0199845979315674
"4427","FBgn0036592","CG13049","CG13049","FBtr0075477",736,"Drosophila melanogaster",0,2027,0
"4428","FBgn0036591","CG13050","CG13050","FBtr0075478",694,"Drosophila melanogaster",0,2028,0
"4429","FBgn0040799","CG13051","CG13051","FBtr0112771",388,"Drosophila melanogaster",0,2029,0
"4430","FBgn0040801","CG13053","CG13053","FBtr0075480",358,"Drosophila melanogaster",-0.449874877687977,2030,-0.135425832479746
"4431","FBgn0040801","CG13053","CG13053","FBtr0333563",620,"Drosophila melanogaster",0.342433750322005,2030,0.103082830374634
"4432","FBgn0036584","CG13054","CG13054","FBtr0075481",1340,"Drosophila melanogaster",0,2031,0
"4433","FBgn0036583","CG13055","CG13055","FBtr0075482",1379,"Drosophila melanogaster",-0.598153740734796,2032,-0.18006221797979
"4434","FBgn0036583","CG13055","CG13055","FBtr0333564",2796,"Drosophila melanogaster",0.421588163126659,2032,0.126910682918004
"4435","FBgn0040794","CG13056","CG13056","FBtr0075376",402,"Drosophila melanogaster",0,2033,0
"4436","FBgn0040074","CG13057","retinin","FBtr0075375",798,"Drosophila melanogaster",0,2034,0
"4437","FBgn0036610","CG13058","CG13058","FBtr0075372",606,"Drosophila melanogaster",0,2035,0
"4438","FBgn0036607","CG13059","CG13059","FBtr0075371",572,"Drosophila melanogaster",0,2036,0
"4439","FBgn0036606","CG13060","CG13060","FBtr0075370",539,"Drosophila melanogaster",0,2037,0
"4440","FBgn0042201","CG13061","Nplp3","FBtr0075369",538,"Drosophila melanogaster",0,2038,0
"4441","FBgn0036603","CG13062","CG13062","FBtr0303000",801,"Drosophila melanogaster",0,2039,0
"4442","FBgn0036601","CG13063","CG13063","FBtr0075366",544,"Drosophila melanogaster",0,2040,0
"4443","FBgn0040796","CG13064","CG13064","FBtr0089378",394,"Drosophila melanogaster",0,2041,0
"4444","FBgn0036590","CG13065","CG13065","FBtr0075468",677,"Drosophila melanogaster",0,2042,0
"4445","FBgn0040797","CG13066","CG13066","FBtr0302928",501,"Drosophila melanogaster",0,2043,0
"4446","FBgn0036589","CG13067","CG13067","FBtr0075465",564,"Drosophila melanogaster",0,2044,0
"4447","FBgn0036588","CG13068","CG13068","FBtr0075464",450,"Drosophila melanogaster",0,2045,0
"4448","FBgn0040798","CG13069","CG13069","FBtr0075463",420,"Drosophila melanogaster",0,2046,0
"4449","FBgn0026566","CG1307","CG1307","FBtr0301623",899,"Drosophila melanogaster",-0.194849961379521,2047,-0.0586556830292042
"4451","FBgn0026566","CG1307","CG1307","FBtr0346140",1159,"Drosophila melanogaster",0.171637584112503,2047,0.0516680612011631
"4452","FBgn0036586","CG13070","CG13070","FBtr0303380",568,"Drosophila melanogaster",0,2048,0
"4453","FBgn0036585","CG13071","CG13071","FBtr0303379",434,"Drosophila melanogaster",0,2049,0
"4454","FBgn0036580","CG13072","PDCD-5","FBtr0075483",650,"Drosophila melanogaster",0,2050,0
"4455","FBgn0036577","CG13073","CG13073","FBtr0075485",1500,"Drosophila melanogaster",0,2051,0
"4456","FBgn0036567","CG13074","CG13074","FBtr0075496",1533,"Drosophila melanogaster",0,2052,0
"4457","FBgn0036563","CG13075","CG13075","FBtr0301031",1149,"Drosophila melanogaster",0,2053,0
"4458","FBgn0044028","CG13076","Notum","FBtr0075435",3792,"Drosophila melanogaster",0,2054,0
"4459","FBgn0032810","CG13077","CG13077","FBtr0081257",1146,"Drosophila melanogaster",0.200218297647197,2055,0.0602717132725852
"4460","FBgn0032810","CG13077","CG13077","FBtr0336619",849,"Drosophila melanogaster",-0.23255228755667,2055,-0.0700052141148331
"4461","FBgn0032809","CG13078","CG13078","FBtr0081256",910,"Drosophila melanogaster",0,2056,0
"4462","FBgn0264845","CG13079","Tep5","FBtr0331331",3555,"Drosophila melanogaster",0,2057,0
"4463","FBgn0032804","CG13081","CG13081","FBtr0081252",703,"Drosophila melanogaster",-0.112474729258414,2058,-0.0338582672609675
"4464","FBgn0032804","CG13081","CG13081","FBtr0343772",817,"Drosophila melanogaster",0.104336659814734,2058,0.0314084642516241
"4465","FBgn0032803","CG13082","CG13082","FBtr0081251",1316,"Drosophila melanogaster",0,2059,0
"4466","FBgn0032789","CG13083","CG13083","FBtr0081242",1145,"Drosophila melanogaster",0,2060,0
"4467","FBgn0032788","CG13084","CG13084","FBtr0081240",1544,"Drosophila melanogaster",0,2061,0
"4468","FBgn0032780","CG13085","CG13085","FBtr0081203",1270,"Drosophila melanogaster",0.141940663527299,2062,0.0427283973261652
"4469","FBgn0032780","CG13085","CG13085","FBtr0335465",1032,"Drosophila melanogaster",-0.157444862708976,2062,-0.0473956263385991
"4470","FBgn0032770","CG13086","CG13086","FBtr0081197",617,"Drosophila melanogaster",-0.0216601715494811,2063,-0.00652036134762168
"4471","FBgn0032770","CG13086","CG13086","FBtr0336817",690,"Drosophila melanogaster",0.139665700966633,2063,0.042043565356392
"4472","FBgn0032770","CG13086","CG13086","FBtr0336818",572,"Drosophila melanogaster",-0.13091551392051,2063,-0.0394094965878389
"4473","FBgn0032047","CG13088","CG13088","FBtr0079681",1454,"Drosophila melanogaster",0,2064,0
"4474","FBgn0032052","CG13089","PIG-U","FBtr0079682",1478,"Drosophila melanogaster",0,2065,0
"4475","FBgn0035519","CG1309","CG1309","FBtr0073229",1859,"Drosophila melanogaster",0,2066,0
"4476","FBgn0032054","CG13090","Uba4","FBtr0079683",1684,"Drosophila melanogaster",0.0408378165922425,2067,0.0122934077516894
"4477","FBgn0032054","CG13090","Uba4","FBtr0333413",1540,"Drosophila melanogaster",-0.0881239708918891,2067,-0.0265279585754783
"4478","FBgn0032054","CG13090","Uba4","FBtr0333414",1687,"Drosophila melanogaster",0.0434056518134138,2067,0.0130664031771839
"4479","FBgn0032055","CG13091","CG13091","FBtr0079684",1718,"Drosophila melanogaster",-0.0323841548699129,2068,-0.00974860200007122
"4480","FBgn0032055","CG13091","CG13091","FBtr0333415",1796,"Drosophila melanogaster",0.0316731587327705,2068,0.00953457083599085
"4481","FBgn0032048","CG13094","Dh31","FBtr0079699",1292,"Drosophila melanogaster",-0.0016739839908162,2069,-0.000503919393496588
"4482","FBgn0032048","CG13094","Dh31","FBtr0079700",1295,"Drosophila melanogaster",0.00167204388917597,2069,0.00050333536470859
"4483","FBgn0032049","CG13095","Bace","FBtr0079701",1200,"Drosophila melanogaster",-0.123776540638422,2070,-0.037260451491687
"4484","FBgn0032049","CG13095","Bace","FBtr0343427",1415,"Drosophila melanogaster",0.11399110658494,2070,0.0343147423209973
"4485","FBgn0032050","CG13096","CG13096","FBtr0079698",2268,"Drosophila melanogaster",-0.0567547782972344,2071,-0.0170848906647265
"4486","FBgn0032050","CG13096","CG13096","FBtr0343426",2450,"Drosophila melanogaster",0.0546063306504703,2071,0.0164381434789371
"4487","FBgn0032051","CG13097","CG13097","FBtr0079697",2522,"Drosophila melanogaster",0,2072,0
"4488","FBgn0032053","CG13098","mRpL51","FBtr0079696",628,"Drosophila melanogaster",0,2073,0
"4489","FBgn0032084","CG13101","CG13101","FBtr0079783",1396,"Drosophila melanogaster",-0.0964319899425146,2074,-0.0290289215142647
"4490","FBgn0032084","CG13101","CG13101","FBtr0079784",1589,"Drosophila melanogaster",0.0903881931963522,2074,0.0272095574059725
"4491","FBgn0032088","CG13102","CG13102","FBtr0079766",576,"Drosophila melanogaster",-1.06549093416021,2075,-0.320744731290261
"4492","FBgn0032088","CG13102","CG13102","FBtr0309842",1835,"Drosophila melanogaster",0.606148412128048,2075,0.182468853874636
"4493","FBgn0032096","CG13106","Or30a","FBtr0079770",1134,"Drosophila melanogaster",0,2076,0
"4494","FBgn0032100","CG13108","CG13108","FBtr0079773",1021,"Drosophila melanogaster",0,2077,0
"4495","FBgn0041092","CG13109","tai","FBtr0303870",8158,"Drosophila melanogaster",-0.162294004578456,2078,-0.048855363494543
"4496","FBgn0041092","CG13109","tai","FBtr0303871",8290,"Drosophila melanogaster",-0.139137409987867,2078,-0.0418845339253453
"4497","FBgn0041092","CG13109","tai","FBtr0303872",8125,"Drosophila melanogaster",-0.168141698680438,2078,-0.0506156948247067
"4498","FBgn0041092","CG13109","tai","FBtr0303873",10859,"Drosophila melanogaster",0.250309835356896,2078,0.0753507686521386
"4499","FBgn0041092","CG13109","tai","FBtr0304974",11378,"Drosophila melanogaster",0.317665569323781,2078,0.0956268649561345
"4500","FBgn0041092","CG13109","tai","FBtr0333405",7966,"Drosophila melanogaster",-0.196654032006794,2078,-0.0591987624023096
"4501","FBgn0035523","CG1311","Ctl1","FBtr0073232",2487,"Drosophila melanogaster",0.00435728220343634,2079,0.00131167264280707
"4502","FBgn0035523","CG1311","Ctl1","FBtr0333566",2472,"Drosophila melanogaster",-0.00437048210909552,2079,-0.00131564621035052
"4503","FBgn0032111","CG13110","CG13110","FBtr0079805",527,"Drosophila melanogaster",0,2080,0
"4504","FBgn0032126","CG13113","CG13113","FBtr0079832",705,"Drosophila melanogaster",0,2081,0
"4505","FBgn0032127","CG13114","CG13114","FBtr0273329",1530,"Drosophila melanogaster",0,2082,0
"4506","FBgn0032139","CG13116","CG13116","FBtr0079863",1006,"Drosophila melanogaster",0.0253174340763191,2083,0.00762130707021758
"4507","FBgn0032139","CG13116","CG13116","FBtr0335502",971,"Drosophila melanogaster",-0.0257696703100159,2083,-0.0077574437416863
"4508","FBgn0032140","CG13117","CG13117","FBtr0079864",685,"Drosophila melanogaster",-0.538592537583122,2084,-0.1621325092533
"4509","FBgn0032140","CG13117","CG13117","FBtr0335503",1305,"Drosophila melanogaster",0.391281376026235,2084,0.117787430928574
"4510","FBgn0032150","CG13123","CG13123","FBtr0079917",1094,"Drosophila melanogaster",0.0469101488002206,2085,0.0141213618899272
"4511","FBgn0032150","CG13123","CG13123","FBtr0331285",996,"Drosophila melanogaster",-0.0884849419242553,2085,-0.0266366216837861
"4512","FBgn0032150","CG13123","CG13123","FBtr0331286",1087,"Drosophila melanogaster",0.0376493510349718,2085,0.0113335839788098
"4513","FBgn0032156","CG13124","CG13124","FBtr0079902",3023,"Drosophila melanogaster",0.00621749198064236,2086,0.0018716515839734
"4514","FBgn0032156","CG13124","CG13124","FBtr0079903",3095,"Drosophila melanogaster",0.0401759224545621,2086,0.0120941577622933
"4515","FBgn0032156","CG13124","CG13124","FBtr0290197",2893,"Drosophila melanogaster",-0.0571971637174649,2086,-0.0172180619458606
"4516","FBgn0032156","CG13124","CG13124","FBtr0300866",2913,"Drosophila melanogaster",-0.0472577855067176,2086,-0.0142260109661763
"4517","FBgn0032156","CG13124","CG13124","FBtr0300867",2977,"Drosophila melanogaster",-0.0159042654090289,2086,-0.00478766094711869
"4518","FBgn0032156","CG13124","CG13124","FBtr0300868",3137,"Drosophila melanogaster",0.059622042196537,2086,0.0179480231039015
"4519","FBgn0032156","CG13124","CG13124","FBtr0300869",3084,"Drosophila melanogaster",0.0350392782679698,2086,0.0105478737850757
"4520","FBgn0032156","CG13124","CG13124","FBtr0300870",2854,"Drosophila melanogaster",-0.0767781521713022,2086,-0.0231125268152153
"4521","FBgn0032156","CG13124","CG13124","FBtr0300871",3114,"Drosophila melanogaster",0.0490054574319725,2086,0.0147521126382579
"4522","FBgn0032163","CG13125","TbCMF46","FBtr0079898",1763,"Drosophila melanogaster",0,2087,0
"4523","FBgn0032168","CG13126","CG13126","FBtr0079892",1633,"Drosophila melanogaster",-0.149261755388473,2088,-0.0449322655773905
"4524","FBgn0032168","CG13126","CG13126","FBtr0343747",1989,"Drosophila melanogaster",0.135256729883576,2088,0.0407163328103768
"4525","FBgn0032176","CG13127","CG13127","FBtr0079933",2623,"Drosophila melanogaster",0,2089,0
"4526","FBgn0032175","CG13131","CG13131","FBtr0079971",4130,"Drosophila melanogaster",0,2090,0
"4527","FBgn0032181","CG13133","CG13133","FBtr0079969",1182,"Drosophila melanogaster",0,2091,0
"4528","FBgn0032184","CG13135","CG13135","FBtr0079966",576,"Drosophila melanogaster",-0.0815574091779006,2092,-0.0245512265311887
"4529","FBgn0032184","CG13135","CG13135","FBtr0339512",643,"Drosophila melanogaster",0.0771925167077345,2092,0.0232372629698214
"4530","FBgn0032188","CG13137","CG13137","FBtr0301684",1389,"Drosophila melanogaster",0,2093,0
"4531","FBgn0032211","CG13138","CG13138","FBtr0080066",1834,"Drosophila melanogaster",-0.0479653253032044,2094,-0.0144390016680451
"4532","FBgn0032211","CG13138","CG13138","FBtr0345746",1958,"Drosophila melanogaster",0.0464218007054367,2094,0.0139743544650717
"4533","FBgn0032230","CG13139","lft","FBtr0080002",1266,"Drosophila melanogaster",-0.00852155484585282,2095,-0.00256524361829724
"4534","FBgn0032230","CG13139","lft","FBtr0302490",1281,"Drosophila melanogaster",0.008471516067452,2095,0.00255018044505251
"4535","FBgn0031134","CG1314","CG1314","FBtr0077286",1409,"Drosophila melanogaster",0,2096,0
"4536","FBgn0032233","CG13140","dpr19","FBtr0080004",2374,"Drosophila melanogaster",0.047987857669213,2097,0.014445784586087
"4537","FBgn0032233","CG13140","dpr19","FBtr0332191",2353,"Drosophila melanogaster",0.0351692432516053,2097,0.0105869971435362
"4538","FBgn0032233","CG13140","dpr19","FBtr0332192",2162,"Drosophila melanogaster",-0.0869655542380432,2097,-0.0261792404151939
"4539","FBgn0032251","CG13142","Nse4","FBtr0273339",1383,"Drosophila melanogaster",0.19757124925041,2098,0.0594748723051781
"4540","FBgn0032251","CG13142","Nse4","FBtr0301167",1029,"Drosophila melanogaster",-0.228986925006115,2098,-0.0689319330416995
"4541","FBgn0032260","CG13144","CG13144","FBtr0080037",1555,"Drosophila melanogaster",0,2099,0
"4542","FBgn0033767","CG13148","CG13148","FBtr0087847",1545,"Drosophila melanogaster",0.0559300281587181,2100,0.0168366161341056
"4543","FBgn0033767","CG13148","CG13148","FBtr0087848",1603,"Drosophila melanogaster",0.109097615521529,2100,0.0328416547273971
"4544","FBgn0033767","CG13148","CG13148","FBtr0331975",1494,"Drosophila melanogaster",0.00750333815621929,2100,0.00225872985263198
