"","x"
"FBgn0004656",8643.11111111111
"FBgn0029992",5078
"FBgn0029994",1404
"FBgn0029995",1146
"FBgn0029996",2504.66666666667
"FBgn0029997",4505.25
"FBgn0040319",3510
"FBgn0030000",2004
"FBgn0039867",1407
"FBgn0025800",3846
"FBgn0030007",1699
"FBgn0262169",2814.25
"FBgn0039792",1732.5
"FBgn0033484",3634.75
"FBgn0030018",5212
"FBgn0001291",1538.33333333333
"FBgn0035204",2175
"FBgn0030017",3418
"FBgn0017566",2557
"FBgn0033279",805
"FBgn0033479",3072
"FBgn0033268",862
"FBgn0015519",7207
"FBgn0039668",3483.5
"FBgn0039665",1181
"FBgn0039890",2791.33333333333
"FBgn0039663",2813.5
"FBgn0000606",1406
"FBgn0037447",2580
"FBgn0261014",3063.5
"FBgn0037455",1358
"FBgn0004780",735
"FBgn0004777",1097
"FBgn0000552",652
"FBgn0000715",1427
"FBgn0262801",855
"FBgn0004783",765
"FBgn0263102",5093.58333333333
"FBgn0030323",1159
"FBgn0016032",976
"FBgn0042696",4638.5
"FBgn0039900",2781.2
"FBgn0033304",1649
"FBgn0003892",5521
"FBgn0033389",1918
"FBgn0030326",775.5
"FBgn0030328",2987.25
"FBgn0030327",2795
"FBgn0030460",1255.33333333333
"FBgn0250871",4039
"FBgn0035205",3736
"FBgn0030357",1212.66666666667
"FBgn0261787",4892
"FBgn0016054",2075
"FBgn0032864",1768.5
"FBgn0010750",1904.5
"FBgn0015570",2049.5
"FBgn0002306",5507.5
"FBgn0032863",2227
"FBgn0003885",1980
"FBgn0037336",5707
"FBgn0086372",4535.22222222222
"FBgn0010391",2056
"FBgn0026417",1111
"FBgn0032969",3835
"FBgn0010313",4442.2
"FBgn0030319",772
"FBgn0030411",1234
"FBgn0030407",2004.5
"FBgn0030398",815
"FBgn0030396",2304
"FBgn0002562",2625
"FBgn0030394",1326
"FBgn0030386",896
"FBgn0030384",1331
"FBgn0045843",1383
"FBgn0037298",1616
"FBgn0032870",1477
"FBgn0032871",634
"FBgn0032873",2240
"FBgn0086657",2506
"FBgn0037512",1672.5
"FBgn0032877",1162
"FBgn0003371",3455.47058823529
"FBgn0262743",4894.4
"FBgn0037518",1510
"FBgn0003068",4484
"FBgn0000092",1013
"FBgn0025838",946
"FBgn0011276",1428
"FBgn0037478",1016
"FBgn0031209",2629
"FBgn0024992",3194.5
"FBgn0024993",1705
"FBgn0037323",1466
"FBgn0011694",493.5
"FBgn0001311",5501.66666666667
"FBgn0004181",1365.5
"FBgn0086695",2091
"FBgn0024909",1875
"FBgn0002121",5274.90909090909
"FBgn0005278",2185.66666666667
"FBgn0024994",2081
"FBgn0024996",1357
"FBgn0014931",1907
"FBgn0004919",3005.25
"FBgn0024995",1181
"FBgn0024997",2283
"FBgn0033015",1785.5
"FBgn0002542",3543
"FBgn0024998",1952
"FBgn0030504",4511
"FBgn0001147",2237
"FBgn0024991",3097.66666666667
"FBgn0037536",3134
"FBgn0020622",3728
"FBgn0024973",2425
"FBgn0037540",2649
"FBgn0000928",3502
"FBgn0000927",2235
"FBgn0010812",3611.5
"FBgn0283545",827
"FBgn0000520",2002
"FBgn0024975",1804
"FBgn0250874",1798
"FBgn0000376",3808.5
"FBgn0024980",1375
"FBgn0001142",2090.33333333333
"FBgn0024352",2023
"FBgn0001255",1094
"FBgn0010435",2421.4
"FBgn0035090",1726
"FBgn0285950",1058
"FBgn0037541",7126.83333333333
"FBgn0030376",5847.5
"FBgn0003996",2352
"FBgn0003963",4842.8
"FBgn0035087",2270.75
"FBgn0037537",1309
"FBgn0031533",1338
"FBgn0031534",2025
"FBgn0037534",1974
"FBgn0015663",2011.5
"FBgn0031263",853
"FBgn0027599",1757
"FBgn0037533",2179.25
"FBgn0031265",2310
"FBgn0035083",1171.5
"FBgn0031266",4250.5
"FBgn0035082",651.666666666667
"FBgn0034931",1325
"FBgn0031268",1062.5
"FBgn0031564",542
"FBgn0031566",2516
"FBgn0023489",1880
"FBgn0003386",3458.2
"FBgn0040107",940
"FBgn0023477",1116
"FBgn0011244",2203
"FBgn0001123",1763.6
"FBgn0031646",1098
"FBgn0031273",2549
"FBgn0003159",4625.33333333333
"FBgn0031452",1730
"FBgn0003079",3747
"FBgn0014930",1103.5
"FBgn0031456",3446.5
"FBgn0015286",2329.66666666667
"FBgn0010323",1949.33333333333
"FBgn0034753",1029.5
"FBgn0040391",1643
"FBgn0031458",926.5
"FBgn0035078",2769
"FBgn0028398",664
"FBgn0029728",5191.5
"FBgn0031459",582.666666666667
"FBgn0021874",1584
"FBgn0023216",2560
"FBgn0023526",3797
"FBgn0004901",2103.5
"FBgn0029725",1392
"FBgn0266429",3679.5
"FBgn0029672",1799.33333333333
"FBgn0030200",791
"FBgn0030207",1234
"FBgn0030206",2135.5
"FBgn0030208",2426.25
"FBgn0265767",2433
"FBgn0030195",1255
"FBgn0015402",4257.5
"FBgn0029679",2721
"FBgn0010399",4170
"FBgn0031450",2543.33333333333
"FBgn0000542",6767.66666666667
"FBgn0033240",1589
"FBgn0030189",2018
"FBgn0027548",3400
"FBgn0037350",947.5
"FBgn0005660",2844.75
"FBgn0033241",1680.5
"FBgn0026361",1716.5
"FBgn0023181",1615
"FBgn0023529",3281
"FBgn0261004",3187
"FBgn0034689",1597
"FBgn0250753",1856.14285714286
"FBgn0023528",2726.75
"FBgn0014366",1859
"FBgn0037344",8256
"FBgn0015801",1717
"FBgn0037339",2927.33333333333
"FBgn0028491",2935.6
"FBgn0037342",1114
"FBgn0025679",1032
"FBgn0285910",1792
"FBgn0031639",924
"FBgn0029685",3717.66666666667
"FBgn0004567",2346
"FBgn0029686",3666
"FBgn0037530",3171.5
"FBgn0026238",1740.14285714286
"FBgn0000316",2082
"FBgn0029676",2052
"FBgn0037345",831
"FBgn0031637",2601.42857142857
"FBgn0031585",1925
"FBgn0003900",2116
"FBgn0037529",1293
"FBgn0040102",1162
"FBgn0003941",623
"FBgn0030187",1597.33333333333
"FBgn0030186",1358
"FBgn0031462",1930
"FBgn0028342",1820.33333333333
"FBgn0020762",4195.5
"FBgn0034936",1277.5
"FBgn0030177",1734
"FBgn0031467",1066
"FBgn0030178",1200
"FBgn0031468",1884
"FBgn0031633",1268.5
"FBgn0027106",1634
"FBgn0005391",1584.5
"FBgn0034939",2035
"FBgn0013348",1350.5
"FBgn0266570",2244
"FBgn0031472",1307
"FBgn0022768",5467
"FBgn0004045",1590.5
"FBgn0015521",526.8
"FBgn0029105",3007
"FBgn0000576",2478
"FBgn0030170",3681.5
"FBgn0031474",2991.66666666667
"FBgn0037521",3192
"FBgn0040372",6886.5
"FBgn0030136",746
"FBgn0025726",10731.2857142857
"FBgn0262699",2563
"FBgn0050000",997
"FBgn0050001",1327
"FBgn0260474",1572
"FBgn0050005",887
"FBgn0285892",5551.5
"FBgn0050008",965
"FBgn0001186",3054.33333333333
"FBgn0050010",788.5
"FBgn0050011",4242.25
"FBgn0050015",5667.28571428571
"FBgn0050016",446
"FBgn0050018",1323
"FBgn0030141",2360
"FBgn0050020",4469.5
"FBgn0050021",2708.5
"FBgn0050022",1356
"FBgn0082585",2795
"FBgn0050025",810
"FBgn0050026",821
"FBgn0010359",810
"FBgn0041241",1381
"FBgn0050031",811
"FBgn0050033",787
"FBgn0050035",2556
"FBgn0050036",1428
"FBgn0050037",1387
"FBgn0050039",727
"FBgn0264691",1760
"FBgn0086677",7416.5
"FBgn0050042",852
"FBgn0050043",3082
"FBgn0050044",2184
"FBgn0050045",584
"FBgn0050046",2809
"FBgn0050047",2809
"FBgn0050048",4128
"FBgn0050049",2796
"FBgn0050050",670
"FBgn0050051",676
"FBgn0050052",780
"FBgn0050053",1088
"FBgn0050054",1064.5
"FBgn0050056",596
"FBgn0050058",1438
"FBgn0260475",1683
"FBgn0034943",1454
"FBgn0265272",670
"FBgn0050062",610
"FBgn0050065",673
"FBgn0050067",699.5
"FBgn0050069",12808
"FBgn0050072",1648
"FBgn0050073",1648
"FBgn0050074",587
"FBgn0050075",703
"FBgn0050076",1829
"FBgn0050077",675
"FBgn0031643",2263
"FBgn0050080",2243
"FBgn0050081",1794
"FBgn0050082",843
"FBgn0050083",868
"FBgn0265991",3850.19047619048
"FBgn0050085",4605
"FBgn0050087",834
"FBgn0050088",926
"FBgn0050089",3977.5
"FBgn0029720",1936
"FBgn0050090",999
"FBgn0050091",1681
"FBgn0028371",4892.8
"FBgn0050093",540
"FBgn0050094",675
"FBgn0050095",645
"FBgn0050096",1130
"FBgn0050098",809
"FBgn0050099",762
"FBgn0050100",729.5
"FBgn0050101",1545
"FBgn0050103",2022
"FBgn0050104",2011
"FBgn0050105",642
"FBgn0050106",2642
"FBgn0050108",552
"FBgn0050109",609
"FBgn0029823",1882.33333333333
"FBgn0050110",2052
"FBgn0050114",1224
"FBgn0050115",5893
"FBgn0028496",6497.25
"FBgn0284257",2310.33333333333
"FBgn0050120",2533
"FBgn0050122",4621
"FBgn0050125",1812
"FBgn0046879",957
"FBgn0046880",571
"FBgn0037519",2265.5
"FBgn0043535",558
"FBgn0043534",650
"FBgn0050145",411
"FBgn0050147",3351.5
"FBgn0050148",841
"FBgn0250850",4123
"FBgn0043536",1488
"FBgn0050151",962
"FBgn0034543",1230.25
"FBgn0050154",507
"FBgn0050156",1457
"FBgn0050157",980.5
"FBgn0050158",3657
"FBgn0050159",1483
"FBgn0029819",2351.5
"FBgn0050160",844
"FBgn0050161",846
"FBgn0050163",537.5
"FBgn0050169",3291
"FBgn0020764",1842
"FBgn0004581",4151.5
"FBgn0050172",593.5
"FBgn0061198",466.5
"FBgn0034918",983
"FBgn0050177",1529
"FBgn0050178",694
"FBgn0010602",1217.75
"FBgn0050181",1608
"FBgn0050183",5187
"FBgn0050184",808
"FBgn0050185",739
"FBgn0041235",1194
"FBgn0050187",1589.5
"FBgn0045483",1104
"FBgn0003638",3831.57142857143
"FBgn0045482",1101
"FBgn0050192",373
"FBgn0050195",575
"FBgn0050196",496
"FBgn0050197",481
"FBgn0050203",2877
"FBgn0040337",1412
"FBgn0031275",5280.85714285714
"FBgn0050222",1606.66666666667
"FBgn0025615",1283.5
"FBgn0014340",3014
"FBgn0050259",1771
"FBgn0040347",2155
"FBgn0050263",4742
"FBgn0050265",1696.5
"FBgn0050268",3761
"FBgn0050269",905.5
"FBgn0037513",1361
"FBgn0061435",568
"FBgn0050271",1811.25
"FBgn0050272",1699
"FBgn0050273",1234
"FBgn0050274",2879
"FBgn0050275",3981.66666666667
"FBgn0050277",2163
"FBgn0050278",1033.33333333333
"FBgn0016672",1402
"FBgn0050280",912.5
"FBgn0050281",1007
"FBgn0260477",822
"FBgn0050284",1131.5
"FBgn0050285",575
"FBgn0050286",935.5
"FBgn0050287",955
"FBgn0050288",965
"FBgn0050289",1164
"FBgn0003008",823
"FBgn0050290",1090.5
"FBgn0050291",1655
"FBgn0050293",1648
"FBgn0050295",2391.5
"FBgn0050296",2355
"FBgn0029928",1533.5
"FBgn0050323",964.5
"FBgn0050324",648
"FBgn0050325",2470
"FBgn0028669",2935
"FBgn0029818",2388
"FBgn0041236",1173
"FBgn0050334",629.5
"FBgn0050338",1039
"FBgn0050339",1023
"FBgn0040339",602
"FBgn0050340",1232
"FBgn0050342",1196
"FBgn0050343",1149.5
"FBgn0050344",2147
"FBgn0050345",2217
"FBgn0050349",2014
"FBgn0000330",1621.5
"FBgn0050350",1365
"FBgn0050354",415
"FBgn0050355",751
"FBgn0050356",538
"FBgn0050357",1525
"FBgn0050359",2045
"FBgn0031645",2515.5
"FBgn0050360",2091.5
"FBgn0050361",6068
"FBgn0050362",1139
"FBgn0050363",2074
"FBgn0050364",1876
"FBgn0050365",2121.5
"FBgn0050366",1544.5
"FBgn0050369",499
"FBgn0050371",1258
"FBgn0050372",4739.33333333333
"FBgn0050373",665
"FBgn0050375",1399
"FBgn0050376",941
"FBgn0050377",3746
"FBgn0050378",1154
"FBgn0050379",888
"FBgn0040373",1704
"FBgn0050380",459
"FBgn0050381",1186
"FBgn0050382",918.5
"FBgn0050383",966
"FBgn0050384",2302
"FBgn0050385",1695
"FBgn0034590",4728
"FBgn0050389",4184.2
"FBgn0004646",2278.66666666667
"FBgn0050390",1088.5
"FBgn0050391",1538
"FBgn0050392",1110.5
"FBgn0050393",1216
"FBgn0050394",3007
"FBgn0050395",2870
"FBgn0041239",1188
"FBgn0050398",1029
"FBgn0029925",1070
"FBgn0050401",1223
"FBgn0050403",1268
"FBgn0050404",1439.33333333333
"FBgn0015270",1995
"FBgn0050410",1134.5
"FBgn0050411",1237
"FBgn0050412",1098.33333333333
"FBgn0050413",526
"FBgn0050414",1034.5
"FBgn0250838",766.5
"FBgn0050416",1847.5
"FBgn0050417",843
"FBgn0050418",2817
"FBgn0050419",3812
"FBgn0050421",4972
"FBgn0050423",655
"FBgn0050424",1108.5
"FBgn0066084",320
"FBgn0043792",1905.85714285714
"FBgn0050428",1033.5
"FBgn0050429",1060
"FBgn0050430",426.5
"FBgn0050431",1849
"FBgn0050432",880
"FBgn0050438",2337.4
"FBgn0029913",1576
"FBgn0050440",3443
"FBgn0050441",406
"FBgn0050443",1829
"FBgn0259977",2281
"FBgn0050446",2303
"FBgn0050447",799.333333333333
"FBgn0043532",753.5
"FBgn0034703",1663
"FBgn0043533",528
"FBgn0050456",2353
"FBgn0050457",646
"FBgn0050458",614
"FBgn0050460",5315.11111111111
"FBgn0050461",1780
"FBgn0050463",3859
"FBgn0050464",1785
"FBgn0050466",1798
"FBgn0050467",1782
"FBgn0050468",1800
"FBgn0050469",1791
"FBgn0003372",3950
"FBgn0050471",2435
"FBgn0050472",839
"FBgn0043530",398
"FBgn0050476",546
"FBgn0050479",2029
"FBgn0026319",2518
"FBgn0050480",3213
"FBgn0050481",829
"FBgn0040752",7923.25
"FBgn0050484",3274
"FBgn0050485",3102
"FBgn0050486",859
"FBgn0050487",728
"FBgn0050488",906.5
"FBgn0050489",3111.5
"FBgn0050491",1251
"FBgn0050493",1577
"FBgn0050495",1647
"FBgn0050496",2379
"FBgn0050497",4942.25
"FBgn0004132",704
"FBgn0050499",975.5
"FBgn0038194",1640
"FBgn0050502",1399
"FBgn0050503",1291.5
"FBgn0023169",2766.66666666667
"FBgn0011277",1424
"FBgn0022153",4961.33333333333
"FBgn0024987",3182.75
"FBgn0019830",1464.5
"FBgn0031601",606
"FBgn0024947",2157.2
"FBgn0002791",2555
"FBgn0038195",1981
"FBgn0025612",942
"FBgn0034946",1815
"FBgn0037515",1736
"FBgn0000147",1577
"FBgn0026324",560
"FBgn0023527",1921
"FBgn0027296",1977
"FBgn0034709",2019
"FBgn0029905",2522
"FBgn0031457",1698.5
"FBgn0023524",3980.5
"FBgn0025613",2215
"FBgn0021979",1564.44444444444
"FBgn0031479",861
"FBgn0034816",1709.5
"FBgn0013987",2009.5
"FBgn0036015",836
"FBgn0005612",3115
"FBgn0029608",1252.5
"FBgn0034835",1302
"FBgn0000482",3161
"FBgn0001189",2789
"FBgn0000216",532
"FBgn0029804",1983
"FBgn0024897",2139
"FBgn0011224",3587.8
"FBgn0051002",1663
"FBgn0046332",1772
"FBgn0051004",4445
"FBgn0051005",3001
"FBgn0086704",2077.66666666667
"FBgn0051007",758
"FBgn0051008",529
"FBgn0039709",5723
"FBgn0051010",1327.5
"FBgn0027598",2978.3
"FBgn0051013",1766
"FBgn0051014",1708
"FBgn0051015",1949
"FBgn0051016",2778
"FBgn0051017",1627
"FBgn0051019",1945.5
"FBgn0260440",2087
"FBgn0051021",1496
"FBgn0039776",2248
"FBgn0051025",3343
"FBgn0051028",3775
"FBgn0051029",3002
"FBgn0051030",1643.5
"FBgn0039705",2012.75
"FBgn0003356",862
"FBgn0051036",3320.5
"FBgn0000247",6712
"FBgn0051038",2985.71428571429
"FBgn0003358",907
"FBgn0031473",2180.33333333333
"FBgn0051040",2340
"FBgn0051041",700
"FBgn0026239",5011.25
"FBgn0026059",5034.75
"FBgn0264324",7249.2
"FBgn0034950",3184
"FBgn0051050",448
"FBgn0051051",844
"FBgn0051053",818
"FBgn0051055",2033.66666666667
"FBgn0046887",1212
"FBgn0030148",2516
"FBgn0046886",1227
"FBgn0046885",1239
"FBgn0016061",7021.25
"FBgn0051064",3224.16666666667
"FBgn0051065",1266
"FBgn0051068",2417.5
"FBgn0003482",1026
"FBgn0033005",3420.75
"FBgn0051072",3510.25
"FBgn0051075",1699
"FBgn0051076",615
"FBgn0051077",3149
"FBgn0029807",3578
"FBgn0051080",920
"FBgn0051081",1059
"FBgn0051086",716.5
"FBgn0051087",1451.5
"FBgn0051088",696
"FBgn0051089",1408
"FBgn0023519",972.5
"FBgn0051091",1823
"FBgn0051092",3837
"FBgn0051093",585
"FBgn0066101",3881.9
"FBgn0039354",3005
"FBgn0051097",1477
"FBgn0051098",1487
"FBgn0051099",1401
"FBgn0051100",2445
"FBgn0051102",1750
"FBgn0051103",1621
"FBgn0051104",1382
"FBgn0051105",1172.5
"FBgn0051106",1676
"FBgn0051108",3368
"FBgn0051109",924
"FBgn0051111",952
"FBgn0051115",981
"FBgn0051116",4069.85714285714
"FBgn0051118",1416
"FBgn0051119",1410.5
"FBgn0051121",3216
"FBgn0051122",3120.66666666667
"FBgn0051125",1450
"FBgn0051126",589
"FBgn0046685",2895
"FBgn0051128",860
"FBgn0051131",1228
"FBgn0011785",7244
"FBgn0051133",1532
"FBgn0013343",3062.66666666667
"FBgn0011725",2849.5
"FBgn0051139",1310
"FBgn0005427",3688.92307692308
"FBgn0051140",5175.14285714286
"FBgn0051141",961
"FBgn0047114",644
"FBgn0051145",3387.6
"FBgn0051146",5848.5
"FBgn0045443",1604.5
"FBgn0051148",1777
"FBgn0265048",4744
"FBgn0051151",6081.25
"FBgn0086253",1532
"FBgn0051155",759
"FBgn0051156",3193
"FBgn0051157",1321.5
"FBgn0051158",6520
"FBgn0051159",2478.5
"FBgn0051161",1666
"FBgn0051163",5162.28571428571
"FBgn0051164",1788
"FBgn0031471",1217
"FBgn0045469",1194
"FBgn0051174",719.5
"FBgn0051176",2511
"FBgn0064912",1184
"FBgn0051183",5141
"FBgn0051184",567
"FBgn0051189",831
"FBgn0031466",937.5
"FBgn0261046",6836
"FBgn0051191",4416
"FBgn0044810",602
"FBgn0051195",4001
"FBgn0020238",2228
"FBgn0051198",3019
"FBgn0051199",1013
"FBgn0051200",915
"FBgn0051201",3444
"FBgn0051202",1686
"FBgn0051204",1634
"FBgn0051205",968.5
"FBgn0051206",844
"FBgn0051207",835
"FBgn0045471",1161
"FBgn0034957",2284
"FBgn0051211",2898.66666666667
"FBgn0086613",5243
"FBgn0051213",5980
"FBgn0051216",1803.5
"FBgn0051217",2289
"FBgn0051219",1139
"FBgn0051220",1421
"FBgn0051221",3445.66666666667
"FBgn0051223",1270
"FBgn0051224",7040.33333333333
"FBgn0051225",1677
"FBgn0051226",386.5
"FBgn0051229",777
"FBgn0031465",1961
"FBgn0051230",416
"FBgn0051231",2241
"FBgn0051233",3002
"FBgn0051235",2029
"FBgn0034840",1192.5
"FBgn0011701",2996
"FBgn0051244",1138
"FBgn0051245",965
"FBgn0261649",7048.2
"FBgn0051248",904.5
"FBgn0051249",1176
"FBgn0261383",5745.4
"FBgn0051251",1060
"FBgn0051253",1228
"FBgn0038499",2618.5
"FBgn0266916",4567.5
"FBgn0051259",2191.5
"FBgn0051262",2048.5
"FBgn0051265",909
"FBgn0051266",993
"FBgn0051267",921
"FBgn0051268",1620.5
"FBgn0051269",937
"FBgn0250906",1794.2
"FBgn0051272",2102
"FBgn0051274",1399
"FBgn0063261",594
"FBgn0051278",877.5
"FBgn0051279",1206.33333333333
"FBgn0041225",1215
"FBgn0051281",1489.5
"FBgn0260005",3726
"FBgn0051286",1834
"FBgn0051287",1100
"FBgn0051288",1377
"FBgn0024558",1128
"FBgn0015794",833
"FBgn0003227",3501.5
"FBgn0051294",877
"FBgn0051296",1084
"FBgn0038092",1728.5
"FBgn0261808",1838.33333333333
"FBgn0051300",1474
"FBgn0051301",1520
"FBgn0283531",5310.5
"FBgn0051313",632.333333333333
"FBgn0020299",4105
"FBgn0260746",2236
"FBgn0051320",3431
"FBgn0051321",2198
"FBgn0027083",2837.66666666667
"FBgn0051323",2261
"FBgn0051324",2332.33333333333
"FBgn0051326",1761
"FBgn0051327",2719
"FBgn0260463",2840.33333333333
"FBgn0045468",1146
"FBgn0045470",1188
"FBgn0051337",849
"FBgn0003009",3046.5
"FBgn0051342",3998.5
"FBgn0051343",3004
"FBgn0051344",1450
"FBgn0051345",984
"FBgn0051347",865
"FBgn0003390",1764.5
"FBgn0051352",3406.875
"FBgn0051357",1681
"FBgn0051358",2712.5
"FBgn0013278",2347
"FBgn0033010",3174.33333333333
"FBgn0051360",649
"FBgn0051361",2936.4
"FBgn0003357",1038.5
"FBgn0051363",1526.14285714286
"FBgn0051365",2335
"FBgn0013275",2382
"FBgn0051368",4625.5
"FBgn0051370",1408
"FBgn0051371",1724.5
"FBgn0051373",721
"FBgn0051374",2916.375
"FBgn0051380",1335
"FBgn0043799",1689.5
"FBgn0051388",1517
"FBgn0004242",4944.125
"FBgn0051390",901
"FBgn0051391",1704
"FBgn0283494",1065
"FBgn0051404",981
"FBgn0045473",1194
"FBgn0051406",823
"FBgn0051407",771
"FBgn0051410",661
"FBgn0051413",1782
"FBgn0051414",2182.5
"FBgn0051415",720
"FBgn0051418",717
"FBgn0051419",774
"FBgn0046689",1323
"FBgn0051423",1815
"FBgn0051424",1779
"FBgn0041588",1841
"FBgn0038197",3642.2
"FBgn0051431",1621.66666666667
"FBgn0051436",1402
"FBgn0051437",852
"FBgn0051438",680
"FBgn0051439",2796
"FBgn0051441",1221
"FBgn0051445",3102
"FBgn0051446",876.5
"FBgn0043069",1439
"FBgn0013277",2324
"FBgn0051450",581
"FBgn0051453",1799
"FBgn0051454",1736
"FBgn0051457",1342
"FBgn0051459",1014
"FBgn0051460",635.5
"FBgn0051463",1275
"FBgn0051464",741
"FBgn0051465",3073.33333333333
"FBgn0051467",1694
"FBgn0047351",707
"FBgn0051469",613
"FBgn0051472",1283.5
"FBgn0051473",981
"FBgn0051475",2568
"FBgn0051477",465.333333333333
"FBgn0038319",794
"FBgn0051481",3713
"FBgn0051482",792
"FBgn0046873",887
"FBgn0027564",2020
"FBgn0051493",963
"FBgn0051495",1597.5
"FBgn0051496",1030
"FBgn0051501",1107
"FBgn0044809",573
"FBgn0044812",530
"FBgn0028396",579
"FBgn0010263",3795.55555555556
"FBgn0051510",4289
"FBgn0051515",469
"FBgn0051516",1668
"FBgn0047199",1006
"FBgn0041621",1158
"FBgn0026761",2390.5
"FBgn0051522",2549.71428571429
"FBgn0051523",2702.85714285714
"FBgn0051524",1689.5
"FBgn0051525",1171
"FBgn0051528",1228
"FBgn0038198",821.5
"FBgn0051533",2704
"FBgn0051538",2158
"FBgn0051542",1317.5
"FBgn0051546",999
"FBgn0051547",3594
"FBgn0051548",952
"FBgn0051549",1060.5
"FBgn0051550",2830.25
"FBgn0051551",4182
"FBgn0046876",901
"FBgn0046875",569
"FBgn0051559",2003
"FBgn0023536",2345
"FBgn0051560",968
"FBgn0051561",1061
"FBgn0260639",1850
"FBgn0003483",4678
"FBgn0026438",3208
"FBgn0029789",3674
"FBgn0283728",921.5
"FBgn0051601",2406.5
"FBgn0261822",5470.4
"FBgn0051606",690
"FBgn0051609",555
"FBgn0262736",2857
"FBgn0051611",413
"FBgn0051612",3359
"FBgn0051613",529
"FBgn0051617",1023
"FBgn0051618",493
"FBgn0051619",5195.14285714286
"FBgn0034834",1410
"FBgn0041245",1110
"FBgn0264556",1131.75
"FBgn0023090",4704
"FBgn0051624",899
"FBgn0051626",1230
"FBgn0051627",902
"FBgn0000053",3584.66666666667
"FBgn0034961",1239
"FBgn0051632",3552.5
"FBgn0051633",1452
"FBgn0051634",2418
"FBgn0051635",6340.375
"FBgn0051636",1430.5
"FBgn0051637",2633.5
"FBgn0051638",2899.5
"FBgn0051639",560
"FBgn0025683",2811.5
"FBgn0266521",2434
"FBgn0051642",1950
"FBgn0051643",2890
"FBgn0051644",481
"FBgn0051646",2881
"FBgn0051648",898
"FBgn0031484",1272
"FBgn0031673",1579.85714285714
"FBgn0031681",4352
"FBgn0051658",783
"FBgn0051659",663.5
"FBgn0000097",4439.6
"FBgn0051660",4101.2
"FBgn0051661",1341
"FBgn0045501",1185
"FBgn0051663",3698
"FBgn0051664",2023
"FBgn0051665",5580
"FBgn0086758",6668.16666666667
"FBgn0051668",1963
"FBgn0034962",2307.66666666667
"FBgn0031375",2923.5
"FBgn0031390",5402
"FBgn0028952",2180.5
"FBgn0051673",1173.5
"FBgn0051674",1240.5
"FBgn0051675",1151
"FBgn0051676",1081.5
"FBgn0051677",662
"FBgn0051678",4682.33333333333
"FBgn0051679",1114
"FBgn0029896",3547.42857142857
"FBgn0051680",527
"FBgn0051681",949
"FBgn0051682",1108
"FBgn0051683",1927
"FBgn0051687",5174.5
"FBgn0263355",4578.6
"FBgn0031449",2556.125
"FBgn0037981",1395
"FBgn0051690",3248
"FBgn0044811",506
"FBgn0032820",1157.5
"FBgn0051693",2112.5
"FBgn0051694",2639
"FBgn0005590",1466
"FBgn0051697",657
"FBgn0051698",530
"FBgn0051702",1710
"FBgn0051703",1727
"FBgn0051704",411
"FBgn0028490",2507.33333333333
"FBgn0051706",1382
"FBgn0051708",3463.33333333333
"FBgn0051709",1177.5
"FBgn0046687",1596
"FBgn0051710",925.333333333333
"FBgn0051712",2325
"FBgn0051713",555
"FBgn0051715",577
"FBgn0051716",3653.90909090909
"FBgn0051717",822
"FBgn0051718",2233
"FBgn0051719",2977.25
"FBgn0038206",1377
"FBgn0051720",2833.5
"FBgn0051721",3459.5
"FBgn0284244",2672
"FBgn0051729",4260.25
"FBgn0034964",6401
"FBgn0051730",680
"FBgn0028539",3365
"FBgn0045842",2156.25
"FBgn0011239",1308
"FBgn0051735",1370.5
"FBgn0051739",3972.33333333333
"FBgn0033079",1663
"FBgn0051740",606
"FBgn0051741",2046
"FBgn0051742",1308
"FBgn0032618",1912.5
"FBgn0045486",1185
"FBgn0045487",1176
"FBgn0045485",1173
"FBgn0046888",1233
"FBgn0086909",1887.25
"FBgn0051752",1566
"FBgn0045852",4075.4
"FBgn0051755",4885
"FBgn0051759",2217
"FBgn0029524",614.25
"FBgn0051760",4482.33333333333
"FBgn0000114",3060.4
"FBgn0043841",1350.71428571429
"FBgn0051769",1086
"FBgn0028430",613
"FBgn0051773",2493
"FBgn0051774",5665.33333333333
"FBgn0028537",492
"FBgn0051776",1964
"FBgn0051777",383
"FBgn0051778",1027.5
"FBgn0051779",497.5
"FBgn0004584",2510.5
"FBgn0051780",1483
"FBgn0002939",1534.5
"FBgn0051784",2462
"FBgn0051785",1487
"FBgn0051787",876
"FBgn0051788",387
"FBgn0051789",567
"FBgn0051792",4313.5
"FBgn0051793",4478.5
"FBgn0041789",2185.55555555556
"FBgn0031294",7730.33333333333
"FBgn0051797",2809
"FBgn0051798",1778
"FBgn0262955",3917.5
"FBgn0051800",751
"FBgn0086681",1643
"FBgn0051802",823
"FBgn0051803",929
"FBgn0051804",856
"FBgn0051805",2061.66666666667
"FBgn0051806",631.5
"FBgn0051807",757.5
"FBgn0062978",1929
"FBgn0051809",1262
"FBgn0024920",1241
"FBgn0051810",1138
"FBgn0028509",3943
"FBgn0051812",1369
"FBgn0051813",773
"FBgn0051814",3275
"FBgn0051815",1500
"FBgn0051816",509
"FBgn0028899",7203
"FBgn0028893",1690
"FBgn0003353",2888.33333333333
"FBgn0051820",429.5
"FBgn0051821",1398
