FBgn0039596	CG10000	CG10000	FBtr0085315	2597	Drosophila melanogaster
FBgn0036547	CG17032	CG17032	FBtr0075511	1463	Drosophila melanogaster
FBgn0036547	CG17032	CG17032	FBtr0333574	1127	Drosophila melanogaster
FBgn0283649	CG17033	elgi	FBtr0075510	1611	Drosophila melanogaster
FBgn0283649	CG17033	elgi	FBtr0333573	1534	Drosophila melanogaster
FBgn0036545	CG17035	GXIVsPLA2	FBtr0075509	1016	Drosophila melanogaster
FBgn0036545	CG17035	GXIVsPLA2	FBtr0273189	1021	Drosophila melanogaster
FBgn0036545	CG17035	GXIVsPLA2	FBtr0333572	1229	Drosophila melanogaster
FBgn0032449	CG17036	CG17036	FBtr0080408	1663	Drosophila melanogaster
FBgn0032449	CG17036	CG17036	FBtr0340545	1680	Drosophila melanogaster
FBgn0038151	CG17044	yellow-e2	FBtr0302576	1571	Drosophila melanogaster
FBgn0038150	CG17045	yellow-e3	FBtr0082759	1319	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0072565	8706	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0110818	8271	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0112807	3032	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0112808	6867	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0333850	8642	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0333851	7528	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0333852	4934	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0343526	5689	Drosophila melanogaster
FBgn0001316	CG17046	klar	FBtr0343527	2708	Drosophila melanogaster
FBgn0033827	CG17047	CG17047	FBtr0087753	1310	Drosophila melanogaster
FBgn0033827	CG17047	CG17047	FBtr0345663	1914	Drosophila melanogaster
FBgn0033828	CG17048	CG17048	FBtr0087721	592	Drosophila melanogaster
FBgn0033828	CG17048	CG17048	FBtr0302450	712	Drosophila melanogaster
FBgn0002723	CG1705	Met	FBtr0073521	3756	Drosophila melanogaster
FBgn0002723	CG1705	Met	FBtr0343585	5088	Drosophila melanogaster
FBgn0015379	CG17051	dod	FBtr0077193	1021	Drosophila melanogaster
FBgn0031097	CG17052	obst-A	FBtr0077334	1905	Drosophila melanogaster
FBgn0031097	CG17052	obst-A	FBtr0306737	1235	Drosophila melanogaster
FBgn0022770	CG17058	Peritrophin-A	FBtr0077335	1238	Drosophila melanogaster
FBgn0022770	CG17058	Peritrophin-A	FBtr0077336	1348	Drosophila melanogaster
FBgn0022770	CG17058	Peritrophin-A	FBtr0308243	1406	Drosophila melanogaster
FBgn0040754	CG17059	CG17059	FBtr0087739	423	Drosophila melanogaster
FBgn0015789	CG17060	Rab10	FBtr0077337	2336	Drosophila melanogaster
FBgn0035132	CG17061	mthl10	FBtr0072572	1844	Drosophila melanogaster
FBgn0035132	CG17061	mthl10	FBtr0072573	2457	Drosophila melanogaster
FBgn0035132	CG17061	mthl10	FBtr0306564	2415	Drosophila melanogaster
FBgn0035132	CG17061	mthl10	FBtr0306565	2316	Drosophila melanogaster
FBgn0035132	CG17061	mthl10	FBtr0306566	3020	Drosophila melanogaster
FBgn0035132	CG17061	mthl10	FBtr0333903	2942	Drosophila melanogaster
FBgn0035132	CG17061	mthl10	FBtr0333904	2512	Drosophila melanogaster
FBgn0027107	CG17063	Inx6	FBtr0077339	1875	Drosophila melanogaster
FBgn0033845	CG17064	mars	FBtr0087668	3026	Drosophila melanogaster
FBgn0033845	CG17064	mars	FBtr0301387	3825	Drosophila melanogaster
FBgn0033845	CG17064	mars	FBtr0344895	3540	Drosophila melanogaster
FBgn0033845	CG17064	mars	FBtr0344896	4465	Drosophila melanogaster
FBgn0031099	CG17065	CG17065	FBtr0077340	1556	Drosophila melanogaster
FBgn0031099	CG17065	CG17065	FBtr0301568	1598	Drosophila melanogaster
FBgn0031099	CG17065	CG17065	FBtr0345924	1624	Drosophila melanogaster
FBgn0031098	CG17068	CG17068	FBtr0077341	2785	Drosophila melanogaster
FBgn0283450	CG1707	Glo1	FBtr0089013	720	Drosophila melanogaster
FBgn0031239	CG17075	CG17075	FBtr0078142	4040	Drosophila melanogaster
FBgn0031239	CG17075	CG17075	FBtr0308252	7557	Drosophila melanogaster
FBgn0003118	CG17077	pnt	FBtr0089715	2996	Drosophila melanogaster
FBgn0003118	CG17077	pnt	FBtr0089716	2805	Drosophila melanogaster
FBgn0003118	CG17077	pnt	FBtr0089717	4074	Drosophila melanogaster
FBgn0003118	CG17077	pnt	FBtr0334554	3715	Drosophila melanogaster
FBgn0086855	CG17078	CG17078	FBtr0300804	2110	Drosophila melanogaster
FBgn0086855	CG17078	CG17078	FBtr0330648	2104	Drosophila melanogaster
FBgn0086855	CG17078	CG17078	FBtr0330649	2095	Drosophila melanogaster
FBgn0086855	CG17078	CG17078	FBtr0330650	3132	Drosophila melanogaster
FBgn0000352	CG1708	cos	FBtr0089015	4763	Drosophila melanogaster
FBgn0000352	CG1708	cos	FBtr0336916	4416	Drosophila melanogaster
FBgn0036480	CG17081	Cep135	FBtr0075638	3427	Drosophila melanogaster
FBgn0036480	CG17081	Cep135	FBtr0303375	3445	Drosophila melanogaster
FBgn0036480	CG17081	Cep135	FBtr0333853	3552	Drosophila melanogaster
FBgn0039994	CG17082	conu	FBtr0111285	2091	Drosophila melanogaster
FBgn0039994	CG17082	conu	FBtr0111287	2210	Drosophila melanogaster
FBgn0039994	CG17082	conu	FBtr0111288	2276	Drosophila melanogaster
FBgn0039994	CG17082	conu	FBtr0302385	2098	Drosophila melanogaster
FBgn0039994	CG17082	conu	FBtr0345008	2070	Drosophila melanogaster
FBgn0039070	CG17083	CG17083	FBtr0084383	1959	Drosophila melanogaster
FBgn0035131	CG17084	mthl9	FBtr0072574	2133	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0085374	2959	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0085375	2907	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0085376	2898	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0085377	2944	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0085379	3000	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0085380	3009	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0085381	3066	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0301650	3052	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0301651	2950	Drosophila melanogaster
FBgn0028671	CG1709	Vha100-1	FBtr0335405	2902	Drosophila melanogaster
FBgn0035142	CG17090	Hipk	FBtr0072551	6287	Drosophila melanogaster
FBgn0035142	CG17090	Hipk	FBtr0072552	11261	Drosophila melanogaster
FBgn0035142	CG17090	Hipk	FBtr0331786	5608	Drosophila melanogaster
FBgn0265264	CG17097	CG17097	FBtr0080101	3392	Drosophila melanogaster
FBgn0032276	CG17098	CG17098	FBtr0080103	2737	Drosophila melanogaster
FBgn0039904	CG1710	Hcf	FBtr0089125	7231	Drosophila melanogaster
FBgn0039904	CG1710	Hcf	FBtr0089126	5346	Drosophila melanogaster
FBgn0039904	CG1710	Hcf	FBtr0307379	5372	Drosophila melanogaster
FBgn0039904	CG1710	Hcf	FBtr0334479	5190	Drosophila melanogaster
FBgn0039904	CG1710	Hcf	FBtr0345284	7812	Drosophila melanogaster
FBgn0259938	CG17100	cwo	FBtr0082246	4632	Drosophila melanogaster
FBgn0259938	CG17100	cwo	FBtr0305151	4508	Drosophila melanogaster
FBgn0259938	CG17100	cwo	FBtr0305152	5092	Drosophila melanogaster
FBgn0040496	CG17104	CG17104	FBtr0080105	1763	Drosophila melanogaster
FBgn0040496	CG17104	CG17104	FBtr0336846	2130	Drosophila melanogaster
FBgn0040496	CG17104	CG17104	FBtr0344848	1593	Drosophila melanogaster
FBgn0032280	CG17105	CG17105	FBtr0080106	434	Drosophila melanogaster
FBgn0032280	CG17105	CG17105	FBtr0345612	746	Drosophila melanogaster
FBgn0032281	CG17107	CG17107	FBtr0080107	418	Drosophila melanogaster
FBgn0032281	CG17107	CG17107	FBtr0336847	482	Drosophila melanogaster
FBgn0032281	CG17107	CG17107	FBtr0336848	563	Drosophila melanogaster
FBgn0032285	CG17108	CG17108	FBtr0080127	1164	Drosophila melanogaster
FBgn0039051	CG17109	CG17109	FBtr0084351	1313	Drosophila melanogaster
FBgn0039051	CG17109	CG17109	FBtr0337027	1373	Drosophila melanogaster
FBgn0039050	CG17110	CG17110	FBtr0084350	1520	Drosophila melanogaster
FBgn0039050	CG17110	CG17110	FBtr0337026	1677	Drosophila melanogaster
FBgn0039050	CG17110	CG17110	FBtr0344301	2911	Drosophila melanogaster
FBgn0039048	CG17111	CG17111	FBtr0303508	2959	Drosophila melanogaster
FBgn0024740	CG17116	Lip2	FBtr0080123	1402	Drosophila melanogaster
FBgn0024740	CG17116	Lip2	FBtr0340247	2184	Drosophila melanogaster
FBgn0001235	CG17117	hth	FBtr0082255	6557	Drosophila melanogaster
FBgn0001235	CG17117	hth	FBtr0082256	4226	Drosophila melanogaster
FBgn0001235	CG17117	hth	FBtr0100454	3868	Drosophila melanogaster
FBgn0001235	CG17117	hth	FBtr0100455	2462	Drosophila melanogaster
FBgn0001235	CG17117	hth	FBtr0344145	6340	Drosophila melanogaster
FBgn0032291	CG17118	CG17118	FBtr0080111	979	Drosophila melanogaster
FBgn0039045	CG17119	CG17119	FBtr0084357	1495	Drosophila melanogaster
FBgn0039045	CG17119	CG17119	FBtr0344299	1455	Drosophila melanogaster
FBgn0041243	CG1712	Gr43a	FBtr0089014	1449	Drosophila melanogaster
FBgn0041243	CG1712	Gr43a	FBtr0110820	1515	Drosophila melanogaster
FBgn0041243	CG1712	Gr43a	FBtr0344883	1527	Drosophila melanogaster
FBgn0039043	CG17121	CG17121	FBtr0084361	1433	Drosophila melanogaster
FBgn0036962	CG17122	CG17122	FBtr0074849	1947	Drosophila melanogaster
FBgn0032297	CG17124	CG17124	FBtr0080117	1251	Drosophila melanogaster
FBgn0032297	CG17124	CG17124	FBtr0080118	2291	Drosophila melanogaster
FBgn0032297	CG17124	CG17124	FBtr0340246	2989	Drosophila melanogaster
FBgn0032299	CG17127	CG17127	FBtr0080136	440	Drosophila melanogaster
FBgn0032299	CG17127	CG17127	FBtr0290229	442	Drosophila melanogaster
FBgn0035151	CG17129	CG17129	FBtr0072612	2201	Drosophila melanogaster
FBgn0035151	CG17129	CG17129	FBtr0072613	2379	Drosophila melanogaster
FBgn0035151	CG17129	CG17129	FBtr0072614	2310	Drosophila melanogaster
FBgn0284435	CG17131	tyn	FBtr0100135	2903	Drosophila melanogaster
FBgn0284435	CG17131	tyn	FBtr0100136	3286	Drosophila melanogaster
FBgn0284435	CG17131	tyn	FBtr0340056	4526	Drosophila melanogaster
FBgn0284435	CG17131	tyn	FBtr0340057	3521	Drosophila melanogaster
FBgn0284435	CG17131	tyn	FBtr0345993	3541	Drosophila melanogaster
FBgn0284435	CG17131	tyn	FBtr0345994	3612	Drosophila melanogaster
FBgn0032304	CG17134	CG17134	FBtr0080140	1263	Drosophila melanogaster
FBgn0260944	CG17136	Rbp1	FBtr0082275	773	Drosophila melanogaster
FBgn0260944	CG17136	Rbp1	FBtr0082277	1528	Drosophila melanogaster
FBgn0069354	CG17137	Porin2	FBtr0080184	1128	Drosophila melanogaster
FBgn0069354	CG17137	Porin2	FBtr0332030	1069	Drosophila melanogaster
FBgn0260454	CG17139	CG17139	FBtr0100836	2398	Drosophila melanogaster
FBgn0260453	CG17140	CG17140	FBtr0100837	2398	Drosophila melanogaster
FBgn0260453	CG17140	CG17140	FBtr0100838	1263	Drosophila melanogaster
FBgn0039020	CG17141	CG17141	FBtr0084322	1099	Drosophila melanogaster
FBgn0035113	CG17142	pyx	FBtr0072524	3966	Drosophila melanogaster
FBgn0035113	CG17142	pyx	FBtr0072525	2502	Drosophila melanogaster
FBgn0035110	CG17143	thoc7	FBtr0072526	929	Drosophila melanogaster
FBgn0035110	CG17143	thoc7	FBtr0072527	926	Drosophila melanogaster
FBgn0036953	CG17145	CG17145	FBtr0074823	1092	Drosophila melanogaster
FBgn0036953	CG17145	CG17145	FBtr0332692	1323	Drosophila melanogaster
FBgn0022709	CG17146	Adk1	FBtr0076017	963	Drosophila melanogaster
FBgn0022709	CG17146	Adk1	FBtr0076018	1266	Drosophila melanogaster
FBgn0260393	CG17147	CG17147	FBtr0310467	1136	Drosophila melanogaster
FBgn0000594	CG17148	Est-P	FBtr0076004	1740	Drosophila melanogaster
FBgn0260397	CG17149	Su(var)3-3	FBtr0074825	3681	Drosophila melanogaster
FBgn0260397	CG17149	Su(var)3-3	FBtr0074826	3615	Drosophila melanogaster
FBgn0260397	CG17149	Su(var)3-3	FBtr0332693	3555	Drosophila melanogaster
FBgn0010808	CG1715	Chchd3	FBtr0085745	940	Drosophila melanogaster
FBgn0035581	CG17150	Dnah3	FBtr0289982	13807	Drosophila melanogaster
FBgn0035581	CG17150	Dnah3	FBtr0289983	1656	Drosophila melanogaster
FBgn0036250	CG17152	Ir68b	FBtr0076026	1908	Drosophila melanogaster
FBgn0036248	CG17153	ssp	FBtr0075992	1412	Drosophila melanogaster
FBgn0036246	CG17154	CG17154	FBtr0075990	600	Drosophila melanogaster
FBgn0011570	CG17158	cpb	FBtr0077881	1591	Drosophila melanogaster
FBgn0011570	CG17158	cpb	FBtr0331630	1713	Drosophila melanogaster
FBgn0039945	CG17159	CG17159	FBtr0113717	3819	Drosophila melanogaster
FBgn0039945	CG17159	CG17159	FBtr0302542	4590	Drosophila melanogaster
FBgn0030486	CG1716	Set2	FBtr0073779	7583	Drosophila melanogaster
FBgn0030486	CG1716	Set2	FBtr0301559	7372	Drosophila melanogaster
FBgn0261278	CG17161	grp	FBtr0080884	2234	Drosophila melanogaster
FBgn0261278	CG17161	grp	FBtr0080885	2344	Drosophila melanogaster
FBgn0261278	CG17161	grp	FBtr0080886	2563	Drosophila melanogaster
FBgn0261278	CG17161	grp	FBtr0100459	1649	Drosophila melanogaster
FBgn0261278	CG17161	grp	FBtr0339514	2010	Drosophila melanogaster
FBgn0039944	CG17162	CG17162	FBtr0113723	3819	Drosophila melanogaster
FBgn0039944	CG17162	CG17162	FBtr0113724	3524	Drosophila melanogaster
FBgn0039944	CG17162	CG17162	FBtr0113725	3675	Drosophila melanogaster
FBgn0039944	CG17162	CG17162	FBtr0113726	3704	Drosophila melanogaster
FBgn0039944	CG17162	CG17162	FBtr0300041	3431	Drosophila melanogaster
FBgn0039944	CG17162	CG17162	FBtr0343932	3707	Drosophila melanogaster
FBgn0039944	CG17162	CG17162	FBtr0344446	4590	Drosophila melanogaster
FBgn0039942	CG17163	CG17163	FBtr0113727	1716	Drosophila melanogaster
FBgn0039942	CG17163	CG17163	FBtr0309316	1451	Drosophila melanogaster
FBgn0036462	CG17166	mRpL39	FBtr0075672	1137	Drosophila melanogaster
FBgn0039941	CG17167	CG17167	FBtr0300806	2503	Drosophila melanogaster
FBgn0039941	CG17167	CG17167	FBtr0300807	2506	Drosophila melanogaster
FBgn0039941	CG17167	CG17167	FBtr0340047	2546	Drosophila melanogaster
FBgn0039941	CG17167	CG17167	FBtr0340048	2597	Drosophila melanogaster
FBgn0039943	CG17168	CG17168	FBtr0113730	1516	Drosophila melanogaster
FBgn0040514	CG17169	CG17169	FBtr0302055	532	Drosophila melanogaster
FBgn0003559	CG17170	su(f)	FBtr0113733	2574	Drosophila melanogaster
FBgn0003559	CG17170	su(f)	FBtr0306544	2909	Drosophila melanogaster
FBgn0003559	CG17170	su(f)	FBtr0306545	2668	Drosophila melanogaster
FBgn0039946	CG17172	ATbp	FBtr0301978	2269	Drosophila melanogaster
FBgn0036447	CG17173	CG17173	FBtr0075701	1581	Drosophila melanogaster
FBgn0040509	CG17174	ACXB	FBtr0080414	3557	Drosophila melanogaster
FBgn0040510	CG17176	ACXA	FBtr0080415	3554	Drosophila melanogaster
FBgn0040510	CG17176	ACXA	FBtr0305490	3539	Drosophila melanogaster
FBgn0040510	CG17176	ACXA	FBtr0305491	3549	Drosophila melanogaster
FBgn0040510	CG17176	ACXA	FBtr0333225	3567	Drosophila melanogaster
FBgn0040510	CG17176	ACXA	FBtr0344132	3500	Drosophila melanogaster
FBgn0036440	CG17177	CG17177	FBtr0075710	4002	Drosophila melanogaster
FBgn0036440	CG17177	CG17177	FBtr0333018	1288	Drosophila melanogaster
FBgn0040506	CG17178	ACXE	FBtr0310556	3448	Drosophila melanogaster
FBgn0031170	CG1718	CG1718	FBtr0306679	6793	Drosophila melanogaster
FBgn0031170	CG1718	CG1718	FBtr0332488	5542	Drosophila melanogaster
FBgn0031170	CG1718	CG1718	FBtr0332489	6336	Drosophila melanogaster
FBgn0035140	CG17180	CG17180	FBtr0072550	1123	Drosophila melanogaster
FBgn0035140	CG17180	CG17180	FBtr0331785	1097	Drosophila melanogaster
FBgn0035144	CG17181	Kah	FBtr0072563	2825	Drosophila melanogaster
FBgn0035149	CG17183	MED30	FBtr0072558	1103	Drosophila melanogaster
FBgn0037884	CG17184	Arfip	FBtr0082364	2004	Drosophila melanogaster
FBgn0038741	CG17186	CG17186	FBtr0083858	1482	Drosophila melanogaster
FBgn0037882	CG17187	CG17187	FBtr0082365	1263	Drosophila melanogaster
FBgn0039485	CG17189	CG17189	FBtr0085105	995	Drosophila melanogaster
FBgn0038761	CG17190	CG17190	FBtr0307346	932	Drosophila melanogaster
FBgn0039473	CG17191	CG17191	FBtr0085152	1090	Drosophila melanogaster
FBgn0039472	CG17192	CG17192	FBtr0085153	1052	Drosophila melanogaster
FBgn0040571	CG17193	CG17193	FBtr0083838	3918	Drosophila melanogaster
FBgn0040571	CG17193	CG17193	FBtr0300810	3915	Drosophila melanogaster
FBgn0040571	CG17193	CG17193	FBtr0344607	3568	Drosophila melanogaster
FBgn0039369	CG17195	CG17195	FBtr0084921	923	Drosophila melanogaster
FBgn0039368	CG17196	CG17196	FBtr0084922	950	Drosophila melanogaster
FBgn0039368	CG17196	CG17196	FBtr0302177	875	Drosophila melanogaster
FBgn0039368	CG17196	CG17196	FBtr0337040	881	Drosophila melanogaster
FBgn0039367	CG17197	CG17197	FBtr0290204	1958	Drosophila melanogaster
FBgn0039366	CG17198	CG17198	FBtr0084924	1066	Drosophila melanogaster
FBgn0039366	CG17198	CG17198	FBtr0344619	1958	Drosophila melanogaster
FBgn0038775	CG17199	CG17199	FBtr0083874	1591	Drosophila melanogaster
FBgn0040253	CG17200	Ugt86Dg	FBtr0308027	1584	Drosophila melanogaster
FBgn0038043	CG17202	CG17202	FBtr0082587	777	Drosophila melanogaster
FBgn0038051	CG17207	CG17207	FBtr0082682	1323	Drosophila melanogaster
FBgn0030687	CG17209	CG17209	FBtr0300811	4420	Drosophila melanogaster
FBgn0014869	CG1721	Pglym78	FBtr0085384	1136	Drosophila melanogaster
FBgn0014869	CG1721	Pglym78	FBtr0100482	1022	Drosophila melanogaster
FBgn0014869	CG1721	Pglym78	FBtr0100483	1042	Drosophila melanogaster
FBgn0037888	CG17210	scpr-B	FBtr0082362	898	Drosophila melanogaster
FBgn0032414	CG17211	CG17211	FBtr0080336	5159	Drosophila melanogaster
FBgn0032415	CG17212	rho-6	FBtr0080360	944	Drosophila melanogaster
FBgn0032415	CG17212	rho-6	FBtr0342604	934	Drosophila melanogaster
FBgn0032416	CG17213	Gr33a	FBtr0080337	1634	Drosophila melanogaster
FBgn0026063	CG17216	KP78b	FBtr0082408	2066	Drosophila melanogaster
FBgn0026063	CG17216	KP78b	FBtr0301427	4988	Drosophila melanogaster
FBgn0032419	CG17217	CG17217	FBtr0080341	626	Drosophila melanogaster
FBgn0032421	CG17218	crok	FBtr0080342	1033	Drosophila melanogaster
FBgn0031494	CG17219	CG17219	FBtr0077650	1253	Drosophila melanogaster
FBgn0031168	CG1722	CG1722	FBtr0077237	1173	Drosophila melanogaster
FBgn0031500	CG17221	CG17221	FBtr0077654	1319	Drosophila melanogaster
FBgn0031500	CG17221	CG17221	FBtr0077655	1409	Drosophila melanogaster
FBgn0031500	CG17221	CG17221	FBtr0335479	1673	Drosophila melanogaster
FBgn0031491	CG17223	alpha4GT1	FBtr0077670	1714	Drosophila melanogaster
FBgn0031489	CG17224	CG17224	FBtr0077671	1520	Drosophila melanogaster
FBgn0031489	CG17224	CG17224	FBtr0077672	1251	Drosophila melanogaster
FBgn0031489	CG17224	CG17224	FBtr0300815	1438	Drosophila melanogaster
FBgn0031489	CG17224	CG17224	FBtr0331629	1118	Drosophila melanogaster
FBgn0034866	CG17226	Or59c	FBtr0072020	1399	Drosophila melanogaster
FBgn0038035	CG17227	lig3	FBtr0082600	2604	Drosophila melanogaster
FBgn0004595	CG17228	pros	FBtr0304603	22169	Drosophila melanogaster
FBgn0004595	CG17228	pros	FBtr0304604	23486	Drosophila melanogaster
FBgn0004595	CG17228	pros	FBtr0304605	5613	Drosophila melanogaster
FBgn0004595	CG17228	pros	FBtr0304606	7890	Drosophila melanogaster
FBgn0004595	CG17228	pros	FBtr0304607	5526	Drosophila melanogaster
FBgn0004595	CG17228	pros	FBtr0304608	22289	Drosophila melanogaster
FBgn0046225	CG17230	CG17230	FBtr0082392	1927	Drosophila melanogaster
FBgn0046225	CG17230	CG17230	FBtr0082393	1736	Drosophila melanogaster
FBgn0046225	CG17230	CG17230	FBtr0339376	3470	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0074850	4998	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0074851	4078	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0302113	2753	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0306326	3458	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0306327	5327	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0306328	5123	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0306329	3499	Drosophila melanogaster
FBgn0036958	CG17233	CG17233	FBtr0308204	2953	Drosophila melanogaster
FBgn0042187	CG17234	CG17234	FBtr0077753	808	Drosophila melanogaster
FBgn0031410	CG17237	CG17237	FBtr0077801	914	Drosophila melanogaster
FBgn0042186	CG17239	CG17239	FBtr0077805	770	Drosophila melanogaster
FBgn0042186	CG17239	CG17239	FBtr0335163	832	Drosophila melanogaster
FBgn0031164	CG1724	CG1724	FBtr0077257	843	Drosophila melanogaster
FBgn0011832	CG17240	Ser12	FBtr0077806	845	Drosophila melanogaster
FBgn0039033	CG17241	Or94a	FBtr0084341	1164	Drosophila melanogaster
FBgn0250841	CG17242	CG17242	FBtr0077803	842	Drosophila melanogaster
FBgn0250841	CG17242	CG17242	FBtr0335162	1035	Drosophila melanogaster
FBgn0039031	CG17244	Gbp3	FBtr0084340	633	Drosophila melanogaster
FBgn0039031	CG17244	Gbp3	FBtr0339164	895	Drosophila melanogaster
FBgn0025740	CG17245	PlexB	FBtr0089179	6716	Drosophila melanogaster
FBgn0025740	CG17245	PlexB	FBtr0308297	7050	Drosophila melanogaster
FBgn0261439	CG17246	SdhA	FBtr0086552	2617	Drosophila melanogaster
FBgn0261439	CG17246	SdhA	FBtr0086553	2750	Drosophila melanogaster
FBgn0261439	CG17246	SdhA	FBtr0086554	2663	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0072815	1387	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0072819	1460	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0300893	1109	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0300894	3027	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0302310	1277	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0306578	3570	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0331461	3411	Drosophila melanogaster
FBgn0013342	CG17248	nSyb	FBtr0331462	3378	Drosophila melanogaster
FBgn0035249	CG17249	CG17249	FBtr0072810	1534	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073483	2554	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073484	2554	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073485	4848	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073486	4865	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073487	4709	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073488	5296	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073489	4893	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073490	5119	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073491	2114	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0073492	2102	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0112812	6554	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0112813	7249	Drosophila melanogaster
FBgn0001624	CG1725	dlg1	FBtr0301288	3196	Drosophila melanogaster
